airline_sentiment,text
neutral,"@JetBlue I have someone driving me, it's best to get a wheelchair once I get inside?"
neutral,"@SouthwestAir I understand. Wonderful ""Miriam"" in customer service who was able to reroute me... Got any rental car discounts?"
neutral,@USAirways @AmericanAir  ..off to vegas http://t.co/AygAOeB6Uu
neutral,@united correct?  What's correct?  Sorry I'm lost
neutral,"@JetBlue Awww man...but I need to buy this ticket today and be home the 1st of March

Where do I go for this...or can you assist me ?"
neutral,@SouthwestAir Thanks!!! :)  It is good to air on the side of caution
neutral,@SouthwestAir I would love a great deal from bwi to las Memorial Day weekend aka my bday weekend 😬
neutral,.@JetBlue process begins 6:48
neutral,@united How many 787s do you currently operate and what other aircraft do you operate?
neutral,@SouthwestAir Any idea when the winter advisory will be posted for ATL for tomorrow (2/25)?? I'd rather get to PHL tonight.
neutral,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.
neutral,@JetBlue what's a good address to send feedback over email?
neutral,@USAirways @AmericanAir explain how come I can get a free upgrade on US as an exe plat but not exit row seating w/out paying. confused
neutral,@AmericanAir These birds could fly to South America for example #Argentina
neutral,"@united even with the multiplier the ticket price will still never equal the amount of miles you travel, even for transatlantic flights!"
neutral,@united where is my flight voucher?
neutral,"@AmericanAir Traveling with my infant: Do you check the carseat for free? If so, do you provide a bag? Someone told me but wanted to confirm"
neutral,@SouthwestAir can you follow for quick DM?
neutral,“@JetBlue: We’re looking for our next #FlyingItForward flier from DC Tell us where you'd fly &amp; why http://t.co/MCSI0dzpnz” @geekandahalf
neutral,@united #sfo #ClearVision #TV4U @ United Terminal SFO Airport http://t.co/Q9bYn9pCTf
neutral,@USAirways no problem...just funny have a nice day
neutral,@AmericanAir Do you have any sort of live chat feature? We're in the UK right now and that call would cost us alot. :(
neutral,@SouthwestAir may want to direct that to the people at @FurryFiesta tok
neutral,"@united Does the economy plus cabin also qualifies as a ""premium"" cabin?"
neutral,"@united i understand, thanks"
neutral,@JetBlue Sure! Email screenshot below. Link: https://t.co/soiQrN19aj http://t.co/IbVvTzLS4E
neutral,@AmericanAir Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket--I can't do both. Can you help?
neutral,@AmericanAir I just sent a DM
neutral,😩😩😩“@JetBlue: Our fleet's on fleek. http://t.co/BBHTlZgH2C”
neutral,@AmericanAir do you know if there is wifi on this flight? If so how much is it? Thank you :-)
neutral,@SouthwestAir so when do we find out who won the imagine dragons contest?
neutral,@united please arrange someone at the arriving gate of flight 5957 to Chicago for either a refund or first class upgrade
neutral,@SouthwestAir heard you are saving 30k a year on fuel not carrying around those skymall's #ripskymall
neutral,"@AmericanAir @jaynegelman How,about more@Blacklist too!!"
neutral,@VirginAmerica do you have an application for iOS? Was looking and only saw Virgin Mexico :( &lt;/3
neutral,@JetBlue @NHLBruins repping the Bruins in Cleveland at Rock n Roll HOF &amp; The Christmas Story house #JetBlueBruins http://t.co/JKnWuGJ778
neutral,@SouthwestAir #promotion fly 3 roundtrip #flights to and from #ATL between 2/15 and 5/17 and get a companion pass for the year #travel
neutral,"@SouthwestAir sure, please follow me so I can do so?"
neutral,@JetBlue to allow payment by #Apple Pay - Patriarc http://t.co/bdUaUZFhW2
neutral,"@AmericanAir Would have had to fly real far south, huh? #WinterWeather #Brrr"
neutral,@united now arrives LAX @ 8:03 am
neutral,@united doesn't purchasing ticket with a united card give me priority boarding ?
neutral,@JetBlue Pittsburgh
neutral,@SouthwestAir CEO discusses possibilities of NHL Vegas arena naming rights http://t.co/t3E4SH5xNg @SMUSportMgt #sportsbiz
neutral,"@united 6344,6373, Sfo-Dfw also 1576 SFO-ORD"
neutral,@united Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!
neutral,"@AmericanAir Hi, did the discount award policy for credit card holders change? No longer seeing the chart of specials on the site. Thanks!"
neutral,@usairways sadly they've tried that and airport agents…no flights so they're stranded at PHL. No chance of a hotel for them?
neutral,@SouthwestAir so was there a winner for #DestinationDragons ???
neutral,@USAirways JUST LANDED flight 545. Any chance of making flight 5530 Phoenix to AUS
neutral,@AmericanAir my key point of confusion is whether I can make this change even though the initial Flight Booking Problems was on US Airways metal?
neutral,@USAirways International
neutral,@JetBlue who do you think is gonna win Mayweather or Pacquiao?
neutral,@JetBlue wondering if it's possible for my colleague and I to get on an earlier flight LAX&gt;JFK tomorrow. Can you help?
neutral,"@AmericanAir but my friend was told she was able to use her credit with the airline towards one of my flights, then was told she couldn't."
neutral,@JetBlue Hello! Can you tell me if you currently fly to Hawaii? Thanks!
neutral,@ods1819 aren't you glad this isn't you RT @AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/HEpkNpuzwU
neutral,@JetBlue flight 462 to Boston delayed due to weather in Tampa?
neutral,@usairways Does anyone know the hold times for USAirways reservations?
neutral,@SouthwestAir How do I enter passport information on an existing reservation before check in?
neutral,"@USAirways sure, just DM'ed you."
neutral,@AmericanAir does it show that we are on the same plane?
neutral,@USAirways will I get the full amount credited to my account for US Airways credit?
neutral,"@USAirways Yes, it was Sunday."
neutral,@united Lindsay and ??.  Darn.  Terrible memory on my part.  I know they are headed back to IAD and then PIT tonight.
neutral,@united (2/2) pay in person at Portland airport. I will be flying from Perth. This has been done by US Air.
neutral,@united Hi guys. I submitted a request for ticket/hotel reimbursement for a delayed/over night stay coming back from the Dominican. Help?
neutral,@SouthwestAir sent
neutral,@JetBlue can you DM?
neutral,@SouthwestAir Can you equip a 737 with flamethrowers and a snow plow?
neutral,@AmericanAir I'm sure they did. It's certainly chilly back East today! 😮
neutral,"@united no worries, I think it’s under control. (the emails are keeping me informed)"
neutral,@united  @MrAndyEp like 2 weeks after my flight!?!? Creative!
neutral,@AmericanAir why is it most first class passengers now request the sand which from coach ?
neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Of7PFvQpOY
neutral,.@AmericanAir Hopefully it's all fixed. They've got a new aircraft for us- just waiting to board.
neutral,@USAirways I just checked in online for tomorrow's flight - thought I should get auto upgrade? (Already got the email saying no seats)
neutral,"@SouthwestAir now accepting #Apple's Passbook app for boarding passes. App works on #iPhone &amp; #iPodTouch, not #iPad. http://t.co/XxSaomBdGS"
neutral,@JetBlue are @AskAmex Amex Plat holders provided access or a credit in the Airspace Lounge in JKF?
neutral,@united PTY to PIT via IAH
neutral,@united can I request a ticket change through twitter ?
neutral,@JetBlue Perhaps you need to start recruiting @msbgu ;)
neutral,@USAirways @CakeNDeath Question is will he and his lady behave...
neutral,@JetBlue why bro
neutral,@SouthwestAir Are you announcing any more winners to the #DestinationDragons @Imaginedragons  show @VelourLive in UTAH this weekend? #Lucky
neutral,@united I will. I have to get to Bangkok. I have just 17 days to spend with my husband in his mid deployment leave. Like to get there asap
neutral,@SouthwestAir Flying South by Southwest from SJC to SNA tiday http://t.co/KJKuVJ6CMo
neutral,@SouthwestAir Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/v4ZVUGMkJw
neutral,@JetBlue Lekvhg want to see what the cost would be to change to the 430 flight
neutral,@USAirways  how does one downgrade a flight?
neutral,@AmericanAir fly my child
neutral,"@AmericanAir DM the locator code, thanks."
neutral,@AmericanAir um no just hanging out what’s new w you?
neutral,@united leisure. Military personnel for safety reason R highly recommended to not travel in uniform
neutral,@SouthwestAir for my travel I see bz class and get away are sld out. Anytime is available . How do I know how many anytime are available?
neutral,@JetBlue .. { it's all a320's right?}
neutral,"@JetBlue Hi there, any rough idea of when January 2016 flights will be made available?"
neutral,@SouthwestAir I enjoyed a call from my good friend he's Flight Booking Problems his flights elsewhere as I tweet one at a time I will tell as many as I can
neutral,@AmericanAir thanks. Bummer. Poor planning on my part. I assume the card in Passbook won't work either?
neutral,"@JetBlue Submitted, hoping for quick decision, tied to another donation we just received:
Proposal- 27th Annual Gala
Org- Boundless Readers"
neutral,"@JetBlue no one yet but some, fl 8162"
neutral,@AmericanAir please dm me
neutral,@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?
neutral,@JetBlue Can I bring my dog on board?
neutral,"@JetBlue sorry, should have specified I meant ground traffic trying to get into the terminal"
neutral,@USAirways can you help us figure out our correct six digit confirmation number?
neutral,"@USAirways a $75 change is ok most of the time but if there r open seats on earlier flt and no chkd bag, why not let someone fly standby?"
neutral,@JetBlue and ask she load the bag for my flight
neutral,@united. It's not my first time flying to the US. I have medical info. Looking for practical like my adapted seat cushion allowed on?
neutral,"@AmericanAir We did talk with Delta for about hour over phone, and I got a number from Delta that they asked to give to AA, which I did."
neutral,@united I lost a voucher that I was given in Miami aeroport on jan 26. I did not use it.
neutral,@USAirways can I bring mini bottles of booze on to my flight?
neutral,@AmericanAir have your experts seen this? this is right at RDU airport. http://t.co/mPliO6DYgn
neutral,@SouthwestAir booked the 8th.... Save me an emergency exit... Gotta stretch out
neutral,@AmericanAir just downloaded the app for iPhone.  Notice drink coupon but nothing is displayed?  Getting ready to fly...
neutral,@USAirways so what is the  difference between Cancelled Flighting and reFlight Booking Problems - will that help me avoid a change fee?
neutral,@AmericanAir DM sent. Answer me please
neutral,"@AmericanAir is the new 9:45 time confirmed or it may get Cancelled Flightled? Traveling with kids, need to be certain. Thx"
neutral,"@JetBlue i'm getting info from the website, but needing to check it and the alerts would be much more beneficial."
neutral,@SouthwestAir Just DMed you my confirmation number.
neutral,"@AmericanAir #epicfail on connections in #Chicago today, extremely disappointed w/ unaccommodating customer service, rethinking loyalty 😐"
neutral,@united When will direct flights from Belfast Intl to Newark resume from their winter break? Thanks.
neutral,@USAirways AA Gate Supervisor emplid 600117 allowed flight AA67 to leave JFK to SJ on 20feb15 w/o 8 customers that made final boarding call.
neutral,@JetBlue thanks bae
neutral,@SouthwestAir If you read my tweet it is a gap in process for folks that take multiple flights in one day.
neutral,"@USAirways  I need to email customer service for help and a question, can you please provide the email address?"
neutral,@VirginAmerica add DTW and I'm sold!
neutral,@JetBlue while in Haiti Id do food distribution for hundreds of hungry kids in nearby villages. #flyingitforward http://t.co/lTf2quD3Xc
neutral,@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?
neutral,@united I sent the message. Let me know ASAP.
neutral,@AmericanAir I thought all those planes were retired? #MD80
